date,open,high,low,close
2026-05-22,419.5400085449219,424.3999938964844,416.3299865722656,418.57000732421875
2026-05-26,416.42999267578125,419.7699890136719,413.0199890136719,416.0299987792969
2026-05-27,411.010009765625,415.94000244140625,409.5799865722656,412.6700134277344
2026-05-28,412.9800109863281,429.489990234375,412.6700134277344,426.989990234375
2026-05-29,432.54998779296875,450.3299865722656,432.3599853515625,450.239990234375
2026-06-01,464.8399963378906,466.32000732421875,458.2699890136719,460.5199890136719
2026-06-02,446.8800048828125,453.5,440.42999267578125,441.30999755859375
2026-06-03,438.45001220703125,440.3900146484375,424.25,427.3399963378906
2026-06-04,435.80999755859375,436.1499938964844,426.4100036621094,428.04998779296875
2026-06-05,428.3399963378906,429.4700012207031,414.3999938964844,416.6700134277344
2026-06-08,414.1400146484375,417.1600036621094,408.55999755859375,411.739990234375
2026-06-09,409.0299987792969,411.9800109863281,398.4800109863281,403.4100036621094
2026-06-10,398.54998779296875,405.0400085449219,397.1600036621094,397.3599853515625
2026-06-11,395.2099914550781,396.8500061035156,384.0,390.3399963378906
2026-06-12,391.42999267578125,391.739990234375,382.2699890136719,390.739990234375
2026-06-15,396.79998779296875,401.75,392.8500061035156,399.760009765625
2026-06-16,395.7900085449219,396.8399963378906,390.69000244140625,393.8299865722656
2026-06-17,390.25,390.3699951171875,377.32000732421875,378.9100036621094
2026-06-18,377.82000732421875,381.3699951171875,373.2799987792969,379.3999938964844
2026-06-22,375.739990234375,381.6300048828125,367.07000732421875,367.3399963378906
2026-06-23,372.3800048828125,377.2200012207031,370.6700134277344,373.94000244140625
2026-06-24,371.57000732421875,378.8800048828125,364.7799987792969,365.4599914550781
2026-06-25,362.7699890136719,364.2300109863281,349.20001220703125,352.8299865722656
2026-06-26,357.1499938964844,376.6099853515625,355.42999267578125,372.9700012207031
2026-06-29,377.5,380.5,359.8999938964844,368.57000732421875
2026-06-30,371.0299987792969,374.1499938964844,367.45001220703125,373.0199890136719
2026-07-01,380.8299865722656,388.8299865722656,374.8900146484375,384.2799987792969
2026-07-02,384.4800109863281,392.20001220703125,383.70001220703125,390.489990234375
2026-07-06,387.0400085449219,389.1499938964844,381.2200012207031,386.739990234375
2026-07-07,392.489990234375,395.57000732421875,388.2200012207031,388.8399963378906
2026-07-08,384.0299987792969,385.30999755859375,381.3299865722656,383.3399963378906
2026-07-09,374.45001220703125,384.6499938964844,373.3500061035156,384.3599853515625
2026-07-10,387.79998779296875,391.9100036621094,381.5,385.1000061035156
2026-07-13,387.75,393.6499938964844,384.1499938964844,390.989990234375
2026-07-14,382.82000732421875,388.19000244140625,378.6499938964844,384.92999267578125
2026-07-15,387.79998779296875,398.9599914550781,386.3999938964844,395.6300048828125
2026-07-16,398.30999755859375,405.989990234375,392.04998779296875,401.1000061035156
2026-07-17,394.8599853515625,398.3900146484375,389.3900146484375,393.82000732421875
2026-07-20,391.4100036621094,403.17999267578125,389.6499938964844,402.2900085449219
2026-07-21,398.80999755859375,401.4700012207031,396.32000732421875,397.75
2026-07-22,399.5799865722656,401.0,386.9599914550781,390.3399963378906
2026-07-23,389.9700012207031,391.7799987792969,377.3900146484375,381.5799865722656
2026-07-24,387.04998779296875,389.0299987792969,380.6499938964844,381.70001220703125
2026-07-27,390.0799865722656,394.20001220703125,387.989990234375,389.1000061035156
2026-07-28,393.1600036621094,400.32000732421875,391.29998779296875,393.3500061035156
2026-07-29,393.3999938964844,401.25,388.739990234375,390.5400085449219
2026-07-30,437.8999938964844,458.69000244140625,432.44000244140625,451.1000061035156
2026-07-31,450.0,466.8399963378906,449.3299865722656,464.7200012207031
2026-08-03,476.1300048828125,491.6499938964844,475.0,487.6499938964844
2026-08-04,480.8999938964844,499.44000244140625,479.1700134277344,492.80999755859375
2026-08-05,496.3599853515625,498.239990234375,485.67999267578125,487.4599914550781
2026-08-06,488.54998779296875,501.55999755859375,488.5199890136719,499.8599853515625
2026-08-07,499.2099914550781,505.17999267578125,498.7300109863281,499.989990234375
2026-08-10,503.44000244140625,513.72998046875,502.2699890136719,506.05999755859375
2026-08-11,504.3299865722656,505.3299865722656,499.54998779296875,503.80999755859375
2026-08-12,499.989990234375,501.5,491.5199890136719,492.42999267578125
2026-08-13,493.2699890136719,501.3399963378906,493.010009765625,496.8800048828125
2026-08-14,496.3599853515625,500.010009765625,493.9200134277344,495.3999938964844
2026-08-17,490.1400146484375,492.6600036621094,478.4100036621094,480.3500061035156
2026-08-18,481.5400085449219,484.2699890136719,477.1499938964844,481.6300048828125
2026-08-19,480.07000732421875,489.29998779296875,479.3599853515625,484.30999755859375
